virplant_p_in__bar,virplant_t_in__degC,virplant_discharge_p__bar,virplant_sink_p__bar,virplant_dp__bar,speed__rpm,fluid_density__kg/m3,fluid_viscosity__cP,virplant_pump_power__kW,valve_opening__frac,virplant_wear_input__frac,ml_wear_pred__frac,wear_err_pct,virplant_flow__m3_h,ml_flow_pred__m3_h,flow_abs_error__pct,ml_corr_delta__m3_h,ml_flow_corrected__m3_h,corr_abs_error__pct
2.047470710364492,21.632914549732675,6.891989289706659,4.090173761542252,4.844518579342167,1800.0,997.5518152069576,0.989577964159956,7.608210244548657,0.3153879951789428,0.08,0.0458759553730487,42.65505578368902,44.92083677997276,50.74165344238281,12.957943528347563,-7.665081024169922,43.07657241821289,4.105587727123785
1.6501972851436848,20.13510005785116,6.427332123310553,4.344527083518816,4.777134838166869,1800.0,997.9131568375424,1.0247963168044856,7.785383058126747,0.3809709117740917,0.08,0.0494662337005138,38.1672078743577,46.701831966069655,52.69100189208984,12.824271926573475,-7.555572509765625,45.13542938232422,3.354049547528407
2.380294572953399,16.033318769095672,7.177658696328704,2.545162764133079,4.7973641233753055,1800.0,998.9038185811804,1.1286788132640804,7.752265887773974,0.250771281199214,0.08,0.0464096590876579,41.98792614042759,46.293330539135006,52.16930389404297,12.692915559273898,-6.343944549560547,45.82535934448242,1.0108825379435062
2.6005037342123933,20.41665358198713,6.954753797970745,4.47053361951365,4.354250063758352,1800.0,997.8633736190048,1.018186930642676,8.568759257125238,0.4157453770096705,0.08,0.0835672989487648,4.459123685956,55.786579465379845,61.54322052001953,10.319042876991867,-7.711067199707031,53.8321533203125,3.5033984226981087
2.462576970365176,15.417366477642702,7.390796185339959,4.469735980931372,4.928219214974784,1800.0,999.0487757236534,1.144955595591869,7.403904956559218,0.29347515622601,0.08,0.0396494790911674,50.43815113604069,42.75718754743368,48.6599235534668,13.805248531570928,-6.764942169189453,41.894981384277344,2.016517485393136
1.8877313383765637,16.19718310877886,6.954066330698175,4.8403908766659605,5.066334992321611,1800.0,998.8560841385925,1.124287272718125,7.000681997065132,0.3116764370046314,0.08,0.0335363261401653,58.07959232479334,38.54998515842441,44.64705276489258,15.816005068255544,-5.976085662841797,38.67096710205078,0.3138313623965952
1.0437854860994424,19.247729389082508,5.891371557010438,4.151223435632052,4.847586070910996,1800.0,998.1184514038836,1.0458864516392627,7.611919876078926,0.4005272988838264,0.08,0.0441290363669395,44.83870454132557,44.913754621660765,50.92462158203125,13.383131762205418,-6.9027252197265625,44.02189636230469,1.985712988969211
2.854579426295628,15.570135050339388,6.636738614975844,4.277100836953969,3.782159188680216,1800.0,999.0207849565058,1.140970677852095,8.777280402399853,0.4871662898761473,0.08,0.1571792513132095,96.47406414151192,64.51018129640245,70.56094360351562,9.379546275512652,-12.0491943359375,58.511749267578125,9.298426865774196
2.051273432367265,22.93399250427001,6.5916849245138165,4.603024676760833,4.540411492146552,1800.0,997.216830771628,0.9614868022602816,8.283122473568158,0.4329731692519329,0.08,0.0677710250020027,15.286218747496608,52.10125801588335,58.08676910400391,11.48822757081191,-7.952121734619141,50.134647369384766,3.774593400218952
2.326408501588922,24.022991410563407,5.725310129801219,3.114539481922309,3.398901628212297,1800.0,996.9423487106588,0.9380066979886522,8.572356691307382,0.4968510678017963,0.08,0.1317298263311386,64.66228291392326,69.44796198478254,76.27164459228516,9.825605262538629,-7.552406311035156,68.71923828125,1.0493089828787427
2.708076082016968,18.94549007748293,6.961356005493324,3.718494587160817,4.253279923476356,1800.0,998.2258164073148,1.0532932585523929,8.669422207832644,0.376243364812263,0.08,0.0960035547614097,20.0044434517622,57.53978756863266,63.65958404541016,10.635764807921625,-8.462638854980469,55.19694519042969,4.071691045797595
1.7119999334008753,16.57825400490782,6.234480511240292,4.68187696201164,4.522480577839417,1800.0,998.7639577360676,1.1142041478547684,8.335009538373798,0.4892501901654063,0.08,0.0696103945374488,12.987006828188898,52.58908416241577,58.67302322387695,11.568824896572805,-7.5959625244140625,51.07706069946289,2.87516599126001
1.3388077165180894,22.41891008225815,6.157529349697192,4.335933971854854,4.818721633179103,1800.0,997.334772867562,0.9725307106085008,7.673683320046718,0.3973703342168971,0.08,0.0469783693552017,41.27703830599785,45.59305892882427,51.65670776367188,13.29949991798888,-7.308052062988281,44.3486557006836,2.729369902737444
2.774298119392109,19.44184082528432,6.868347076519416,2.825513864295031,4.094048957127307,1800.0,998.1055685943542,1.0414611199547346,8.759769037317172,0.3516600690657574,0.08,0.1165021583437919,45.62769792973995,60.04321050701139,66.33999633789062,10.487090509831992,-9.4700927734375,56.869903564453125,5.2850387508637775
2.453290981563201,24.309023088685137,6.648233607619072,4.656351880211401,4.19494262605587,1800.0,996.871427205184,0.9318429402680982,8.698036369774353,0.4805022346512358,0.08,0.1032328754663467,29.041094332933422,58.41289958751623,64.21772766113281,9.937579052927497,-8.427642822265625,55.79008483886719,4.490129350143711
2.251933375964199,15.17960141661456,6.929150458786545,3.648112408149616,4.677217082822345,1800.0,999.0985088860516,1.151575851900331,8.036248488854383,0.3195910306324548,0.08,0.052502017468214,34.372478164732456,49.226835697955536,54.9946517944336,11.716812617955052,-6.809978485107422,48.18467330932617,2.117061504874763
1.688656256268446,16.829749264707118,6.219659418301312,4.232551173367756,4.531003162032866,1800.0,998.7049456612958,1.107558527483869,8.320807365675165,0.4358044566078686,0.08,0.0686490014195442,14.188748225569729,52.41729521629494,58.6012077331543,11.797465877134703,-7.736682891845703,50.864524841308594,2.962324493431008
1.936310076206425,18.522801841711782,6.163488434742026,4.016464069919397,4.227178358535601,1800.0,998.3139925813884,1.063280607954573,8.692006290230587,0.4616456395143223,0.08,0.0990356802940368,23.79460036754608,57.98561204957065,63.845848083496094,10.10636229710856,-8.210926055908203,55.63492202758789,4.053919479151489
2.782307457622455,21.61668169214528,7.773037331555889,4.9236675477375575,4.990729873933433,1800.0,997.5710234808394,0.990009409883242,7.199417838819353,0.2826744261434615,0.08,0.0364955142140388,54.38060723245144,40.743970251327646,46.61336135864258,14.40554533863493,-6.457386016845703,40.15597534179688,1.44314583459527
2.291933407217146,18.40421720941981,7.249666082657014,4.944987396526679,4.9577326754398685,1800.0,998.3501546235096,1.0661534024044326,7.306291683929596,0.323905502881851,0.08,0.0376426912844181,52.94663589447737,41.80791721167018,47.35133743286133,13.25925946783058,-6.304569244384766,41.04676818847656,1.8205858458338884
2.1177214969552267,24.6366051250252,6.537201803652195,3.019966507947841,4.419480306696968,1800.0,996.77821434766,0.9250292262248636,8.46931276776372,0.3418734363629347,0.08,0.0768274068832397,3.96574139595032,54.48377551202428,60.31555938720703,10.703707333746918,-7.479660034179687,52.835899353027344,3.02452637232025
1.795730900111397,19.455930082093687,6.6494093882593575,3.8278694131738855,4.85367848814796,1800.0,998.0825157144272,1.0410123402279952,7.588772308525398,0.3126622000493391,0.08,0.0456232540309429,42.97093246132136,44.70291498830557,50.74024963378906,13.505460767072744,-7.609867095947266,43.1303825378418,3.5177402880218325
2.5324336582502363,17.179202804137333,6.427665081413539,3.194783958426936,3.895231423163304,1800.0,998.6401968704758,1.0984365908165064,8.792021856335648,0.4114436467977809,0.08,0.1408398598432541,76.04982480406761,62.9421043678472,68.64537811279297,9.061142461355612,-10.639480590820312,58.005897521972656,7.842456008503131
1.2540843396018475,24.307375141334603,6.400485088028919,4.5344676085503375,5.146400748427072,1800.0,996.8467189083406,0.9317535827325486,6.728092696443206,0.3060360719667878,0.08,0.0273618288338184,65.79771395772696,35.60494996447372,41.75091552734375,17.261548096549546,-5.083988189697266,36.66692733764648,2.9826677870138765
2.8573733393484937,24.21661272074482,6.390610552230217,3.3059288637239166,3.533237212881723,1800.0,996.903670337568,0.9338819233680996,8.658726296607313,0.4503417824058359,0.08,0.1323385834693908,65.42322933673859,67.70499664594739,74.50850677490234,10.048756319319883,-8.104286193847656,66.40422058105469,1.9212408674870856
2.945166306498755,24.97753045707185,7.763438464151505,3.813515700349587,4.81827215765275,1800.0,996.7035577073224,0.9184381214701482,7.6584764598135875,0.2673868001625555,0.08,0.048581525683403,39.27309289574623,45.500513578544464,51.50510787963867,13.19676159419362,-7.160289764404297,44.344818115234375,2.539961359590128
2.888929719453269,15.448036264729753,6.213931874773034,2.950638453735721,3.325002155319765,1800.0,999.0498807537552,1.1442022864684271,8.528367457361256,0.4557469221936341,0.08,0.1213724985718727,51.71562321484089,70.48303028620026,77.52449035644531,9.990291339139096,-6.474624633789063,71.04986572265625,0.8042154744969422
1.8608532711823935,23.682844333132778,6.933707600642927,4.292839105151939,5.072854329460533,1800.0,997.0201326999844,0.945299092339868,6.949827447059887,0.2743002274648898,0.08,0.0329561010003089,58.80487374961376,38.10704859477425,43.64947509765625,14.544360445804909,-6.21630859375,37.43316650390625,1.768392241640068
2.768765012383574,18.25183909376972,6.563427162104885,2.8296161768467667,3.794662149721311,1800.0,998.3955009950906,1.07014016968079,8.775223670280598,0.3916962313199085,0.08,0.1539286971092224,92.41087138652802,64.3083244642767,70.10321807861328,9.011109623227163,-11.750022888183594,58.35319519042969,9.260277457788662
2.9218371025506604,21.700837115109664,7.72969518479126,4.596493847522732,4.8078580822406,1800.0,997.5522080763355,0.9882075617063282,7.704077035313114,0.3043788069666439,0.08,0.0474403575062751,40.69955311715603,45.89124973546368,51.84629821777344,12.976435631274244,-7.3319854736328125,44.51431274414063,3.0004347217831198
1.8850073504105909,22.154068425408013,6.245998748000398,4.442604566994702,4.360991397589808,1800.0,997.414253019603,0.978309594184064,8.553682155858372,0.4808958755322465,0.08,0.0850195363163948,6.274420395493505,55.622501297406615,61.59453582763672,10.736724151073998,-7.603702545166016,53.9908332824707,2.9334675300047817
1.0003834684997748,20.878054137911988,5.885663958094295,3.2341903628934943,4.885280489594519,1800.0,997.7179655800492,1.0070045365519793,7.498428677476008,0.3161580273896394,0.08,0.0456951484084129,42.88106448948383,43.80741790135704,49.91928863525391,13.95167993616794,-7.867134094238281,42.052154541015625,4.00677201357498
1.7406377165888731,20.408927941189745,5.987379752480997,3.458377240499405,4.246742035892124,1800.0,997.847893234608,1.0182755576144948,8.671190789855363,0.4251335104547653,0.08,0.096119038760662,20.148798450827595,57.629175742656045,63.4713020324707,10.137445511805966,-8.05588150024414,55.41542053222656,3.84137926996395
1.8376515589270472,16.25626106664464,6.136999764677511,3.80098546208636,4.299348205750464,1800.0,998.8413677090936,1.1227231289308308,8.636991893494823,0.435606905543052,0.08,0.090416707098484,13.020883873105046,56.80966157027985,62.85766220092773,10.646077557011736,-7.706745147705078,55.150917053222656,2.919828196837862
1.384699828023953,15.410302654716872,5.953159540698663,4.383714360458078,4.56845971267471,1800.0,999.0295721617624,1.145001664924971,8.258126955759018,0.4792807529889107,0.08,0.0667766034603118,16.52924567461014,51.65751090435126,58.19387435913086,12.653268305711222,-7.486820220947266,50.7070541381836,1.8399197900331064
2.596537785965062,18.577025773564912,7.561554518437282,4.585888895529479,4.96501673247222,1800.0,998.3138331504564,1.0620652335961691,7.289886677628377,0.2826933824262539,0.08,0.03786201775074,52.672477811574936,41.62551704708256,47.47743988037109,14.058498844997969,-6.634899139404297,40.8425407409668,1.8810007938883744
1.3762940927065677,20.40442439253968,5.876995434731717,4.024137286009596,4.50070134202515,1800.0,997.8416186293122,1.0183406228651164,8.359123970105431,0.4544421870881923,0.08,0.0725453272461891,9.318340942263603,52.96294582824457,59.058868408203125,11.509787615906484,-7.784317016601562,51.27455139160156,3.1878786389986
2.8967397485188684,18.20882330730109,7.275779706133618,4.822323542928275,4.37903995761475,1800.0,998.4080256279628,1.071290038294839,8.544328894748517,0.4152336832198514,0.08,0.0807181298732757,0.8976623415946939,55.36403950178142,61.06672668457031,10.30034519537795,-7.491081237792969,53.575645446777344,3.230244886568532
2.3749509680080525,16.830229670810013,6.91584687759401,4.247693643833453,4.540895909585958,1800.0,998.7182810418752,1.1076323947205189,8.302701893813518,0.3764731089011365,0.08,0.0663804188370704,17.024476453661922,52.20686023319075,58.0671501159668,11.22513374027871,-7.675937652587891,50.391212463378906,3.4777953734469937
2.265589957843603,23.09663697920763,7.024285519043317,4.216891063087402,4.758695561199714,1800.0,997.1794145773746,0.9579986646458004,7.821466854745577,0.3307863926655561,0.08,0.051179215312004,36.02598085999489,47.111213217630734,53.14243316650391,12.802090069325724,-7.740055084228516,45.40237808227539,3.6272365295738873
2.2541975628561497,23.18325016803493,5.969149920062674,2.521842412484212,3.7149523572065246,1800.0,997.1569066511368,0.9561297144621832,8.743733801751738,0.4131829628736631,0.08,0.1683852970600128,110.48162132501602,65.3233984696063,71.676025390625,9.724887360192152,-13.29263687133789,58.38338851928711,10.624079752293117
